player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
265175,/player/265175/manuel-ferrel/240002,24.0,2.0,2023-09-22,M. Ferrel,Manuel Jattab Ferrel Aguilera,GK,60,67,425000.0,500.0,21,2001-09-23,178,75,114600.0,Guabirá,2017.0,Liga De Futbol Prof,1.0,SUB,12.0,,2021-01-01,2023.0,53,Bolivia,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,999000.0,,,,,,,,,12,8,12,33,7,7,15,15,30,9,18,30,50,50,47,44,40,33,45,7,18,13,10,37,16,25.0,8,15,12,61,61,58,60,58,23.0,20+2,20+2,20+2,19,20,20,20,19,22+2,22+2,22+2,21+2,24+2,24+2,24+2,21+2,20+2,23+2,23+2,23+2,20+2,20+2,20+2,20+2,20+2,20+2,59+2
265179,/player/265179/aske-andresen/240002,24.0,2.0,2023-09-22,A. Andresen,Aske Leth Andresen,GK,56,75,325000.0,500.0,17,2005-07-12,199,78,270.0,Silkeborg,1.0,Superliga,1.0,RES,30.0,,2021-10-24,2025.0,13,Denmark,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,609000.0,,,,,,,,,12,5,28,41,9,10,10,12,40,40,30,31,40,48,34,41,55,22,57,6,24,10,6,42,18,32.0,9,11,13,57,53,54,54,58,30.0,25+2,25+2,25+2,24,26,26,26,24,29+2,29+2,29+2,27+2,31+2,31+2,31+2,27+2,22+2,28+2,28+2,28+2,22+2,22+2,24+2,24+2,24+2,22+2,55+2
265185,/player/265185/moritz-wels/240002,24.0,2.0,2023-09-22,M. Wels,Moritz Wels,CAM,60,70,525000.0,900.0,18,2004-09-25,186,71,256.0,Austria Wien,80.0,Bundesliga,1.0,SUB,37.0,,2023-07-01,2026.0,4,Austria,,,,Left,3,3,1,Medium/Low,Lean (185+),No,866000.0,,,68.0,59.0,59.0,61.0,31.0,61.0,57,60,53,60,54,62,62,65,55,62,69,68,61,53,60,57,63,53,61,58,70,23,55,59,61,58.0,33,29,26,6,12,14,9,15,,59+2,59+2,59+2,60,60,60,60,60,60+2,60+2,60+2,60+2,55+2,55+2,55+2,60+2,47+2,46+2,46+2,46+2,47+2,45+2,43+2,43+2,43+2,45+2,15+2
265187,/player/265187/felix-afena-gyan/240002,24.0,2.0,2023-09-22,F. Afena-Gyan,Felix Ohene Afena-Gyan,ST,72,82,5000000.0,3000.0,20,2003-01-19,175,75,111434.0,Cremonese,32.0,Serie B,2.0,SUB,11.0,,2022-08-30,2026.0,117,Ghana,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,9000000.0,,"Rapid, Quick Step, Trivela",89.0,72.0,59.0,72.0,39.0,62.0,56,75,67,65,71,72,62,61,62,75,88,90,75,64,72,69,81,58,67,70,50,37,68,49,71,64.0,34,38,34,11,5,6,5,7,,72+2,72+2,72+2,71,70,70,70,71,68+2,68+2,68+2,69+2,62+2,62+2,62+2,69+2,56+2,52+2,52+2,52+2,56+2,54+2,50+2,50+2,50+2,54+2,13+2
265188,/player/265188/giorgio-scalvini/240002,24.0,2.0,2023-09-22,G. Scalvini,Giorgio Scalvini,CB,75,86,11500000.0,19000.0,19,2003-12-11,194,75,39.0,Atalanta,31.0,Serie A,1.0,RCB,42.0,,2021-07-09,2027.0,27,Italy,1343.0,SUB,15.0,Right,3,2,1,Medium/Medium,Normal (185+),No,21900000.0,,"Intercept, Bruiser",55.0,31.0,51.0,55.0,78.0,71.0,38,23,70,68,39,48,35,22,48,67,56,55,38,74,49,47,69,68,69,31,78,78,28,49,35,69.0,79,80,76,6,12,12,9,6,,49+2,49+2,49+2,49,50,50,50,49,52+2,52+2,52+2,52+2,58+2,58+2,58+2,52+2,67+2,70+2,70+2,70+2,67+2,69+2,75+2,75+2,75+2,69+2,16+2
265194,/player/265194/iker-bravo-solanilla/240002,24.0,2.0,2023-09-22,Iker Bravo,Iker Bravo Solanilla,"ST, LW, RW",67,83,2600000.0,7000.0,18,2005-01-13,184,79,243.0,Real Madrid,53.0,La Liga,1.0,RES,34.0,Bayer 04 Leverkusen,,2024.0,45,Spain,,,,Right,4,3,1,High/Medium,Normal (170-185),Yes,,,,68.0,68.0,53.0,67.0,23.0,56.0,42,72,70,64,55,70,48,54,43,68,67,68,66,61,63,69,70,54,60,66,45,18,61,55,60,47.0,20,17,17,6,6,7,6,15,,67+2,67+2,67+2,64,66,66,66,64,64+2,64+2,64+2,62+2,56+2,56+2,56+2,62+2,44+2,42+2,42+2,42+2,44+2,41+2,38+2,38+2,38+2,41+2,14+2
265195,/player/265195/elias-jelert/240002,24.0,2.0,2023-09-22,E. Jelert,Elias Jelert Kristensen,"RB, LB",72,82,4900000.0,11000.0,20,2003-06-12,178,70,819.0,København,1.0,Superliga,1.0,RB,19.0,,2021-08-11,2027.0,13,Denmark,,,,Right,3,3,1,High/Medium,Lean (170-185),No,7400000.0,,"Anticipate, Rapid",85.0,57.0,63.0,73.0,64.0,72.0,64,57,46,66,58,72,61,52,60,71,84,85,86,66,82,60,69,87,64,52,76,65,67,60,54,66.0,65,67,69,8,10,6,11,13,,64+2,64+2,64+2,69,67,67,67,69,67+2,67+2,67+2,70+2,66+2,66+2,66+2,70+2,71+2,67+2,67+2,67+2,71+2,70+2,65+2,65+2,65+2,70+2,16+2
265197,/player/265197/ayman-benarous/240002,24.0,2.0,2023-09-22,A. Benarous,Ayman Benarous,"CAM, LM, CM",62,76,950000.0,4000.0,19,2003-07-27,173,64,1919.0,Bristol City,14.0,Championship,2.0,RES,18.0,,2021-02-08,2025.0,14,England,,,,Left,2,3,1,Medium/Low,Lean (170-185),No,2400000.0,,"Technical, Flair",72.0,49.0,58.0,68.0,38.0,44.0,48,47,35,64,39,69,62,51,55,64,76,69,81,57,81,52,44,51,42,50,40,33,56,59,46,51.0,39,40,43,6,14,10,9,14,,54+2,54+2,54+2,61,60,60,60,61,62+2,62+2,62+2,61+2,57+2,57+2,57+2,61+2,52+2,49+2,49+2,49+2,52+2,49+2,43+2,43+2,43+2,49+2,16+2
265198,/player/265198/efe-kaan-sihlaroglu/240002,24.0,2.0,2023-09-22,E. Sihlaroglu,Efe-Kaan Sihlaroglu,CM,57,76,400000.0,500.0,17,2005-07-08,178,67,1832.0,Karlsruher SC,20.0,2. Bundesliga,2.0,SUB,39.0,,2021-10-28,2026.0,21,Germany,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,890000.0,,,64.0,48.0,56.0,59.0,50.0,51.0,42,47,47,67,46,57,51,38,59,56,69,59,83,50,77,49,51,50,50,48,53,54,52,56,44,44.0,42,55,49,13,13,8,11,5,,52+2,52+2,52+2,56,55,55,55,56,58+2,58+2,58+2,56+2,57+2,57+2,57+2,56+2,53+2,55+2,55+2,55+2,53+2,53+2,51+2,51+2,51+2,53+2,15+2
265390,/player/265390/youri-regeer/240002,24.0,2.0,2023-09-22,Y. Regeer,Youri Regeer,"RB, CM",66,80,1900000.0,2000.0,19,2003-08-18,177,68,1908.0,FC Twente,10.0,Eredivisie,1.0,SUB,8.0,,2023-07-01,2027.0,34,Netherlands,,,,Right,3,3,1,High/Medium,Normal (170-185),No,4000000.0,,,69.0,55.0,65.0,67.0,62.0,63.0,57,57,53,71,42,67,58,53,69,65,68,69,68,65,71,63,63,68,61,47,62,60,59,66,51,66.0,63,65,61,13,8,14,11,11,,61+2,61+2,61+2,64,64,64,64,64,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,64+2,65+2,65+2,65+2,64+2,64+2,62+2,62+2,62+2,64+2,17+2
265396,/player/265396/carlos-martin-dominguez/240002,24.0,2.0,2023-09-22,Carlos Martín,Carlos Martín Domínguez,"ST, CAM, RM",67,80,2500000.0,12000.0,21,2002-04-22,180,74,110069.0,Mirandés,54.0,La Liga 2,2.0,CAM,9.0,Atlético Madrid,,2024.0,45,Spain,,,,Right,4,3,1,High/Medium,Normal (170-185),No,,,,76.0,67.0,56.0,69.0,28.0,62.0,54,69,60,58,57,70,63,62,48,69,74,78,74,62,64,70,73,55,68,62,52,27,65,58,63,58.0,20,25,27,14,9,8,14,12,,67+2,67+2,67+2,66,66,66,66,66,64+2,64+2,64+2,64+2,57+2,57+2,57+2,64+2,48+2,45+2,45+2,45+2,48+2,46+2,42+2,42+2,42+2,46+2,18+2
265401,/player/265401/marcos-benitez/240002,24.0,2.0,2023-09-22,M. Benítez,Marcos Benítez,"CAM, RM",63,73,1100000.0,2000.0,21,2001-09-21,170,69,113044.0,Barracas Central,353.0,Liga Profesional,1.0,SUB,28.0,Newell's Old Boys,,2023.0,52,Argentina,,,,Right,3,3,1,High/Medium,Normal (170-),No,,,,68.0,54.0,64.0,63.0,58.0,55.0,57,53,50,73,47,58,60,62,59,69,71,65,68,59,80,60,59,59,53,49,55,58,61,59,52,53.0,56,62,59,8,7,8,10,10,,59+2,59+2,59+2,62,62,62,62,62,63+2,63+2,63+2,62+2,62+2,62+2,62+2,62+2,62+2,61+2,61+2,61+2,62+2,61+2,58+2,58+2,58+2,61+2,14+2
265402,/player/265402/tomas-jacob/240002,24.0,2.0,2023-09-22,T. Jacob,Tomás Jacob,"RB, RWB",65,78,1600000.0,2000.0,19,2004-04-20,180,74,110396.0,Newell's Old Boys,353.0,Liga Profesional,1.0,RES,55.0,,2021-10-31,2025.0,52,Argentina,,,,Right,3,3,1,High/Medium,Lean (170-185),No,3400000.0,,,74.0,35.0,53.0,60.0,61.0,62.0,62,34,51,57,33,61,42,39,54,57,71,76,66,58,69,34,63,70,58,33,62,62,49,44,49,51.0,61,61,64,14,10,8,9,10,,50+2,50+2,50+2,56,52,52,52,56,54+2,54+2,54+2,58+2,55+2,55+2,55+2,58+2,63+2,59+2,59+2,59+2,63+2,63+2,60+2,60+2,60+2,63+2,16+2
265405,/player/265405/jesus-lazaro-owono-ngua-akeng/240002,24.0,2.0,2023-09-22,Owono,Jesús Lázaro Owono Ngua Akeng,GK,64,75,1100000.0,3000.0,22,2001-03-01,181,75,463.0,Deportivo Alavés,53.0,La Liga,1.0,SUB,31.0,,2021-07-01,2024.0,112,Equatorial Guinea,,,,Right,3,1,1,Medium/Medium,Lean (170-185),No,2600000.0,,,,,,,,,13,9,10,22,6,5,14,13,24,15,24,33,37,62,48,49,46,22,50,8,21,10,4,41,14,33.0,8,13,13,68,63,65,62,61,28.0,21+2,21+2,21+2,19,21,21,21,19,22+2,22+2,22+2,20+2,23+2,23+2,23+2,20+2,19+2,22+2,22+2,22+2,19+2,19+2,20+2,20+2,20+2,19+2,63+2
265407,/player/265407/mohammed-al-qahtani/240002,24.0,2.0,2023-09-22,M. Al Qahtani,Mohammed Hamad Al Qahtani,"RM, LM, CAM",56,71,350000.0,4000.0,20,2002-07-23,168,61,605.0,Al Hilal,350.0,Pro League,1.0,RES,56.0,,2020-10-13,2024.0,183,Saudi Arabia,,,,Left,3,2,1,Medium/Medium,Lean (170-),No,779000.0,,,68.0,48.0,48.0,62.0,29.0,46.0,47,50,36,51,45,60,43,36,46,57,71,66,86,51,82,53,44,58,46,38,30,15,49,51,48,50.0,30,34,32,14,15,14,10,9,,51+2,51+2,51+2,55,54,54,54,55,54+2,54+2,54+2,55+2,49+2,49+2,49+2,55+2,45+2,40+2,40+2,40+2,45+2,43+2,35+2,35+2,35+2,43+2,16+2
265412,/player/265412/harvey-vale/240002,24.0,2.0,2023-09-22,H. Vale,Harvey Vale,"CAM, RW",63,80,1200000.0,1000.0,19,2003-09-11,181,76,1962.0,Bristol Rovers,60.0,League One,3.0,SUB,19.0,,2020-09-11,2025.0,14,England,,,,Left,4,3,1,Medium/Medium,Normal (170-185),Yes,2900000.0,,"Technical, Flair",73.0,61.0,64.0,67.0,47.0,55.0,62,60,58,66,55,66,68,57,63,67,75,71,73,51,72,64,68,56,59,63,42,39,54,62,63,66.0,49,47,43,12,15,14,14,9,,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,60+2,60+2,60+2,63+2,56+2,54+2,54+2,54+2,56+2,54+2,51+2,51+2,51+2,54+2,17+2
265420,/player/265420/matheus-franca-de-oliveira/240002,24.0,2.0,2023-09-22,Matheus França,Matheus França de Oliveira,"CAM, ST",68,85,3100000.0,9000.0,19,2004-04-01,184,67,1799.0,Crystal Palace,13.0,Premier League,1.0,SUB,11.0,,2023-08-05,2028.0,54,Brazil,,,,Right,4,4,1,High/Medium,Normal (170-185),No,7800000.0,,,82.0,70.0,58.0,75.0,35.0,63.0,49,74,48,65,63,76,51,54,59,75,83,81,84,60,64,69,70,63,68,70,51,30,58,58,59,66.0,40,30,35,13,15,12,8,14,,68+2,68+2,68+2,69,69,69,69,69,68+2,68+2,68+2,67+2,61+2,61+2,61+2,67+2,53+2,51+2,51+2,51+2,53+2,51+2,46+2,46+2,46+2,51+2,18+2
265422,/player/265422/jacob-farrell/240002,24.0,2.0,2023-09-22,J. Farrell,Jacob Farrell,"LB, CB",64,75,1200000.0,700.0,20,2002-11-19,188,82,111396.0,Central Coast Mariners,351.0,A-League,1.0,LB,18.0,,2021-11-04,2025.0,195,Australia,,,,Left,3,2,1,Medium/High,Lean (185+),No,1700000.0,,"Intercept, Slide Tackle",64.0,33.0,48.0,53.0,62.0,76.0,56,34,57,50,30,53,43,35,41,50,67,61,59,64,54,30,73,82,77,32,67,60,49,44,32,51.0,63,64,62,8,14,5,15,11,,49+2,49+2,49+2,51,49,49,49,51,49+2,49+2,49+2,54+2,51+2,51+2,51+2,54+2,61+2,59+2,59+2,59+2,61+2,62+2,63+2,63+2,63+2,62+2,17+2
265423,/player/265423/juan-romagnoli/240002,24.0,2.0,2023-09-22,J. Romagnoli,Juan Bautista Romagnoli,"RM, LM, LW",69,69,1500000.0,550.0,27,1996-06-20,185,81,111011.0,Cienciano,2020.0,Primera Division,1.0,RM,10.0,,2023-02-07,2023.0,52,Argentina,,,,Right,5,4,1,High/Low,Normal (185+),No,3200000.0,,Technical,71.0,71.0,68.0,68.0,49.0,68.0,65,70,55,71,59,73,65,73,60,61,73,69,72,68,65,72,74,73,74,75,45,45,65,70,72,55.0,55,46,45,12,12,7,10,14,,67+2,67+2,67+2,69,68,68,68,69,69,69,69,68+1,65+2,65+2,65+2,68+1,60+2,58+2,58+2,58+2,60+2,58+2,55+2,55+2,55+2,58+2,18+2
265425,/player/265425/martin-moormann/240002,24.0,2.0,2023-09-22,M. Moormann,Martin Moormann,"LB, CB",63,69,725000.0,4000.0,22,2001-04-30,185,82,254.0,Rapid Wien,80.0,Bundesliga,1.0,RES,26.0,,2021-10-31,2025.0,4,Austria,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,1200000.0,,,61.0,33.0,48.0,45.0,64.0,73.0,53,31,64,53,29,38,48,25,51,47,63,60,51,65,56,49,76,66,77,23,73,64,28,39,41,47.0,60,66,65,14,6,7,10,15,,46+2,46+2,46+2,45,44,44,44,45,44+2,44+2,44+2,48+2,49+2,49+2,49+2,48+2,59+2,60+2,60+2,60+2,59+2,61+2,65+2,65+2,65+2,61+2,17+2
265427,/player/265427/ayrthon-quintana/240002,24.0,2.0,2023-09-22,A. Quintana,Ayrthon Carlos Edú Quintana Azalde,"LB, CM",67,75,2200000.0,500.0,22,2001-03-14,168,64,111011.0,Cienciano,2020.0,Primera Division,1.0,LWB,31.0,,2021-03-31,2024.0,59,Peru,,,,Left,3,2,1,Medium/Medium,Lean (170-),No,5200000.0,,"Anticipate, Relentless",78.0,48.0,60.0,66.0,60.0,68.0,62,45,56,65,40,65,53,51,55,66,76,79,74,60,69,45,72,85,65,55,55,62,58,57,58,60.0,58,63,61,11,6,7,9,5,,58+2,58+2,58+2,63,61,61,61,63,62+2,62+2,62+2,64+2,62+2,62+2,62+2,64+2,66+2,63+2,63+2,63+2,66+2,65+2,62+2,62+2,62+2,65+2,13+2
265431,/player/265431/eduard-radaslavescu/240002,24.0,2.0,2023-09-22,E. Radaslavescu,Eduard Gabriel Radaslavescu,"CM, CAM",63,78,1100000.0,1000.0,18,2004-07-30,180,72,100761.0,FCSB,330.0,Liga 1,1.0,SUB,80.0,,2022-08-05,2027.0,39,Romania,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,2200000.0,,Long Ball Pass,74.0,63.0,65.0,63.0,46.0,62.0,61,57,42,67,58,61,67,55,66,63,75,73,74,60,78,74,59,67,62,69,55,49,59,65,50,55.0,43,50,45,6,9,9,10,7,,61+2,61+2,61+2,64,63,63,63,64,64+2,64+2,64+2,64+2,63+2,63+2,63+2,64+2,58+2,57+2,57+2,57+2,58+2,56+2,52+2,52+2,52+2,56+2,14+2
265441,/player/265441/aaron-drewe/240002,24.0,2.0,2023-09-22,A. Drewe,Aaron Drewe,"RB, RWB",56,65,300000.0,2000.0,22,2001-02-08,175,70,15.0,Queens Park Rangers,14.0,Championship,2.0,SUB,29.0,,2019-07-01,2024.0,14,England,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,630000.0,,,66.0,30.0,45.0,52.0,51.0,49.0,49,31,41,49,22,52,37,30,41,52,68,65,64,51,47,24,38,64,43,31,47,55,41,42,36,43.0,50,53,54,9,15,9,7,14,,42+2,42+2,42+2,49,46,46,46,49,47+2,47+2,47+2,50+2,48+2,48+2,48+2,50+2,54+2,51+2,51+2,51+2,54+2,54+2,50+2,50+2,50+2,54+2,16+2
265444,/player/265444/ulises-ciccioli/240002,24.0,2.0,2023-09-22,U. Ciccioli,Ulises Albano Ciccioli,RB,62,76,900000.0,1000.0,19,2003-07-02,175,68,110580.0,Rosario Central,353.0,Liga Profesional,1.0,RES,17.0,,2021-01-01,2024.0,52,Argentina,,,,Right,2,2,1,Medium/Medium,Normal (170-185),No,1900000.0,,,63.0,39.0,49.0,42.0,62.0,59.0,50,37,58,60,32,35,34,36,52,40,64,63,52,58,76,52,61,67,55,33,58,63,30,35,45,48.0,59,63,65,13,11,10,7,15,,46+2,46+2,46+2,45,44,44,44,45,44+2,44+2,44+2,47+2,48+2,48+2,48+2,47+2,58+2,57+2,57+2,57+2,58+2,60+2,60+2,60+2,60+2,60+2,17+2
265445,/player/265445/jostin-alarcon/240002,24.0,2.0,2023-09-22,J. Alarcón,Jostin Alexis Alarcón Paquiyauri,"CM, LW",69,78,3000000.0,500.0,20,2002-07-12,180,77,111013.0,Sporting Cristal,2020.0,Primera Division,1.0,SUB,30.0,,2023-01-10,2027.0,59,Peru,,,,Left,4,3,1,High/Medium,Lean (170-185),No,7200000.0,,,74.0,63.0,68.0,71.0,62.0,68.0,65,64,55,72,61,73,66,55,65,70,73,75,72,66,65,60,71,74,69,62,55,63,68,70,63,58.0,63,63,61,12,14,11,14,13,,66+2,66+2,66+2,69,69,69,69,69,70+2,70+2,70+2,70+2,69+2,69+2,69+2,70+2,67+2,66+2,66+2,66+2,67+2,66+2,63+2,63+2,63+2,66+2,19+2
265446,/player/265446/jose-bolivar/240002,24.0,2.0,2023-09-22,J. Bolívar,José Vidal Bolívar Ormeño,"LWB, LM, LB",68,74,1800000.0,500.0,23,2000-01-17,177,84,111014.0,Universitario,2020.0,Primera Division,1.0,SUB,14.0,,2023-01-10,2025.0,59,Peru,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,4300000.0,,"Intercept, Anticipate",77.0,59.0,63.0,64.0,62.0,68.0,64,62,54,65,50,60,62,55,60,69,80,74,70,63,70,58,72,75,69,55,55,64,60,63,53,60.0,62,63,61,13,5,11,6,7,,63+2,63+2,63+2,65,64,64,64,65,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,66+2,64+2,64+2,64+2,66+2,66+2,63+2,63+2,63+2,66+2,14+2
265447,/player/265447/claudio-torrejon/240002,24.0,2.0,2023-09-22,C. Torrejón,Claudio Torrejón Tineo,"CDM, CB",66,66,725000.0,500.0,30,1993-05-14,179,80,111011.0,Cienciano,2020.0,Primera Division,1.0,SUB,14.0,,2023-01-01,2027.0,95,United States,,,,Right,3,2,1,Medium/High,Normal (170-185),No,1600000.0,,"Intercept, Slide Tackle",58.0,50.0,61.0,62.0,65.0,70.0,55,45,67,66,55,60,57,60,62,65,53,62,58,60,66,59,70,71,72,48,62,65,55,61,63,60.0,67,63,60,9,13,10,6,15,,58+2,58+2,58+2,58,58,58,58,58,60+2,60+2,60+2,60+2,62+2,62+2,62+2,60+2,63+2,65+1,65+1,65+1,63+2,63+2,65+1,65+1,65+1,63+2,16+2
265450,/player/265450/johan-bakayoko/240002,24.0,2.0,2023-09-22,J. Bakayoko,Johan Bakayoko,RW,75,86,12500000.0,14000.0,20,2003-04-20,179,70,247.0,PSV,10.0,Eredivisie,1.0,SUB,11.0,,2019-07-18,2026.0,7,Belgium,1325.0,RES,24.0,Left,3,3,1,Medium/Medium,Normal (170-185),No,20000000.0,,Technical,86.0,66.0,66.0,78.0,30.0,63.0,70,69,58,68,60,81,66,57,55,77,87,86,82,72,65,67,70,70,68,63,39,21,69,67,57,72.0,23,35,27,7,14,7,6,9,,71+2,71+2,71+2,75,73,73,73,75,72+2,72+2,72+2,74+2,65+2,65+2,65+2,74+2,56+2,50+2,50+2,50+2,56+2,52+2,44+2,44+2,44+2,52+2,16+2
265454,/player/265454/lalrinliana-hnamte/240002,24.0,2.0,2023-09-22,L. Hnamte,Lalrinliana Hnamte,"LW, CM, RW",52,62,170000.0,500.0,20,2003-04-29,178,72,113146.0,ATK Mohun Bagan,2149.0,Super League,1.0,SUB,14.0,,2022-06-09,2024.0,159,India,,,,Right,3,2,1,Medium/High,Lean (170-185),No,264000.0,,,66.0,43.0,48.0,56.0,45.0,64.0,44,42,41,54,30,54,36,37,52,55,64,67,64,52,69,46,58,76,58,44,66,49,45,44,38,47.0,44,44,43,11,13,6,13,7,,49+2,49+2,49+2,52,51,51,51,52,51+2,51+2,51+2,53+2,52+2,52+2,52+2,53+2,53+2,52+2,52+2,52+2,53+2,52+2,49+2,49+2,49+2,52+2,15+2
265457,/player/265457/sachin-suresh/240002,24.0,2.0,2023-09-22,S. Suresh,Sachin Suresh,GK,50,62,100000.0,500.0,22,2001-01-18,184,75,113299.0,Kerala Blasters,2149.0,Super League,1.0,SUB,31.0,,2021-07-21,2026.0,159,India,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,155000.0,,,,,,,,,14,7,14,30,9,6,13,10,29,14,18,29,24,36,42,38,46,27,58,7,24,10,5,33,18,38.0,8,11,13,54,52,50,47,48,22.0,19+2,19+2,19+2,17,18,18,18,17,20+2,20+2,20+2,19+2,22+2,22+2,22+2,19+2,18+2,22+2,22+2,22+2,18+2,18+2,20+2,20+2,20+2,18+2,49+2
265459,/player/265459/tyler-morton/240002,24.0,2.0,2023-09-22,T. Morton,Tyler Morton,"CDM, CM",68,79,2500000.0,21000.0,20,2002-10-31,178,73,1952.0,Hull City,14.0,Championship,2.0,SUB,15.0,Liverpool,,2024.0,14,England,,,,Right,3,3,1,Medium/High,Lean (170-185),Yes,,,Long Ball Pass,65.0,50.0,72.0,67.0,63.0,63.0,68,43,59,73,48,67,69,71,73,69,67,63,61,60,70,60,61,74,54,54,70,63,61,72,57,73.0,61,66,64,12,13,5,13,12,,59+2,59+2,59+2,64,63,63,63,64,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,66+2,67+2,67+2,67+2,66+2,66+2,63+2,63+2,63+2,66+2,17+2
265465,/player/265465/matej-maglica/240002,24.0,2.0,2023-09-22,M. Maglica,Matej Maglica,CB,70,76,2300000.0,11000.0,24,1998-09-25,198,99,110502.0,Darmstadt 98,19.0,Bundesliga,1.0,LCB,5.0,VfB Stuttgart,,2024.0,10,Croatia,,,,Left,3,2,1,Low/Medium,Normal (185+),No,,#Strength,"Power Shot, Bruiser, Aerial",38.0,50.0,46.0,44.0,68.0,82.0,40,35,74,58,27,37,32,54,52,54,35,40,35,68,32,78,77,66,92,63,78,65,33,29,64,54.0,67,70,68,7,14,8,9,12,,53+2,53+2,53+2,44,47,47,47,44,45+2,45+2,45+2,45+2,52+2,52+2,52+2,45+2,58+2,63+2,63+2,63+2,58+2,60+2,70+2,70+2,70+2,60+2,17+2
265468,/player/265468/dale-taylor/240002,24.0,2.0,2023-09-22,D. Taylor,Dale Taylor,ST,63,78,1100000.0,8000.0,19,2003-12-12,177,74,1933.0,Wycombe Wanderers,60.0,League One,3.0,LS,20.0,Nottingham Forest,,2024.0,35,Northern Ireland,,,,Right,2,2,1,High/Medium,Normal (170-185),No,,,,72.0,63.0,49.0,64.0,32.0,59.0,38,65,56,58,58,63,48,40,40,61,75,70,69,64,74,64,67,62,58,57,57,15,64,55,62,62.0,32,37,28,13,14,13,14,12,,63+2,63+2,63+2,61,63,63,63,61,61+2,61+2,61+2,59+2,54+2,54+2,54+2,59+2,46+2,45+2,45+2,45+2,46+2,45+2,43+2,43+2,43+2,45+2,19+2
265472,/player/265472/gustavo-arevalos/240002,24.0,2.0,2023-09-22,G. Arévalos,Gustavo Ariel Arévalos Jara,GK,66,66,90000.0,500.0,38,1984-10-30,178,72,116007.0,General Caballero JLM,337.0,Primera División,1.0,GK,12.0,,2021-01-01,2023.0,58,Paraguay,,,,Right,1,1,1,Medium/Medium,Normal (170-185),No,194000.0,,,,,,,,,11,9,12,18,6,11,8,11,12,12,33,29,28,62,40,46,43,23,40,8,22,10,5,50,12,21.0,8,11,13,64,65,61,66,68,31.0,21+2,21+2,21+2,20,22,22,22,20,22+2,22+2,22+2,21+2,22+2,22+2,22+2,21+2,19+2,19+2,19+2,19+2,19+2,19+2,19+2,19+2,19+2,19+2,65+1
265474,/player/265474/teodoro-arce/240002,24.0,2.0,2023-09-22,T. Arce,Teodoro Sebastián Arce Villaverde,"RM, LW, RW",65,73,1600000.0,500.0,23,2000-01-21,168,68,116007.0,General Caballero JLM,337.0,Primera División,1.0,LM,7.0,,2023-07-19,2025.0,58,Paraguay,,,,Right,3,3,1,High/Medium,Normal (170-),No,3800000.0,,,72.0,64.0,61.0,66.0,26.0,53.0,62,67,44,62,66,67,63,61,55,66,74,71,68,58,73,60,57,58,57,62,34,24,60,60,55,46.0,22,26,25,12,11,10,12,12,,62+2,62+2,62+2,65,64,64,64,65,64+2,64+2,64+2,64+2,57+2,57+2,57+2,64+2,49+2,44+2,44+2,44+2,49+2,45+2,37+2,37+2,37+2,45+2,17+2
